Date,AO,Q,parsed_backblast,region
"May 27, 2024",downrange,Latte,"The Murph at THE ISLAND 
DATE: 2024-05-27
AO: downra",f3crossroads
"May 27, 2024",ao-the-colosseum,Ozark,"Running ?‍♀️ with ozark 
DATE: 2024-05-27
AO: ao-the",f3crossroads
"May 27, 2024",ao-the-wood,Dauber,"The MURPH!
DATE: 2024-05-27
AO: ao-the-wood
Q: Daube",f3crossroads
"May 26, 2024",2nd-f,Schlitz,"Safety Meeting Ruck
DATE: 2024-05-26
AO: 2nd-f
Q: Sc",f3crossroads
"May 25, 2024",downrange,Slackbot,"Buzzin da sawww
DATE: 2024-05-25
AO: downrange
Q: Sl",f3crossroads
"May 25, 2024",downrange,F3CrossroadsIL,"Frontline OCR 
DATE: 2024-05-25
AO: downrange
Q: F3C",f3crossroads
"May 25, 2024",ao-da-grizz,Hanger,"Hanger Memorial Day Special
DATE: 2024-05-25
AO: ao-",f3crossroads
"May 25, 2024",ao-the-ridge,Gisele -,"Gisele’s hero workout for SFC Lindsay
DATE: 2024-05-",f3crossroads
"May 25, 2024",ao-the-colosseum,s,"Disco Ball's Chris Kyle Hero WOD
DATE: 2024-05-25
AO",f3crossroads
"May 25, 2024",ao-the-wood,Puddles,"18’s &BBALL! 
DATE: 2024-05-25
AO: ao-the-wood
Q: Pu",f3crossroads
"May 25, 2024",ao-the-wood,F3CrossroadsIL,"Puddles Saturday Ruck at the Wood 
DATE: 2024-05-25
",f3crossroads
"May 24, 2024",2nd-f-coffeteria,Foreclosure,"Swipe Right for Coffee
DATE: 2024-05-24
AO: 2nd-f-co",f3crossroads
"May 24, 2024",downrange,Slackbot,"DR at BP RC
DATE: 2024-05-24
AO: downrange
Q: Slackb",f3crossroads
"May 24, 2024",ao-da-grizz,Pi 3.14 (F3 North Katy),"In memory of Mary McGavin
DATE: 2024-05-24
AO: ao-da",f3crossroads
"May 24, 2024",ao-the-colosseum,Derailed,"Derailed Skate or Die Q
DATE: 2024-05-24
AO: ao-the-",f3crossroads
"May 24, 2024",ao-three-rivers,Tinder,"Tuckin for Tinders VQ
DATE: 2024-05-24
AO: ao-three-",f3crossroads
"May 24, 2024",ao-the-olympiad,Blue Gill,"Blue Gill’s Weighted Running 
DATE: 2024-05-24
AO: a",f3crossroads
"May 24, 2024",ao-the-ridge,Ink Jet,"Ink Jet Leads with the Sun
DATE: 2024-05-24
AO: ao-t",f3crossroads
"May 24, 2024",3rd-f,Hanger,"Memorial Weekend Food Pantry
DATE: 2024-05-24
AO: 3r",f3crossroads
"May 23, 2024",downrange,Pi 3.14 (F3 North Katy),"Pi’s return to Black Panther
DATE: 2024-05-23
AO: do",f3crossroads
"May 23, 2024",ao-the-olympiad,GrubX (CMW),"gruby manny
DATE: 2024-05-23
AO: ao-the-olympiad
Q: ",f3crossroads
"May 23, 2024",3rd-f-qsource,GrubX (CMW),"Q-Source Southern Bells - Influence 2.2
DATE: 2024-0",f3crossroads
"May 23, 2024",ao-three-rivers,Flamingo,"Brought to you by the letter A
DATE: 2024-05-23
AO: ",f3crossroads
"May 23, 2024",ao-black-diamond,Foundation,"Foundations Perfectly Time Tbaata
DATE: 2024-05-23
A",f3crossroads
"May 23, 2024",ao-the-ridge,Blue Gill,"James Kalsu Hero Workout
DATE: 2024-05-23
AO: ao-the",f3crossroads
"May 23, 2024",ao-the-colosseum,Hanger,"Birthdays are Gay
DATE: 2024-05-23
AO: ao-the-coloss",f3crossroads
"May 22, 2024",downrange,Bob Villa,"Q’d Black Panther 
DATE: 2024-05-22
AO: downrange
Q:",f3crossroads
"May 22, 2024",downrange,F3CrossroadsIL,"Chaminade F3 St. Louis 
DATE: 2024-05-22
AO: downran",f3crossroads
"May 22, 2024",ao-three-rivers-pm,Squidward,"Squidwards THE ROOSTER 
DATE: 2024-05-22
AO: ao-thre",f3crossroads
"May 22, 2024",ao-the-silo,Depends (3rdF Q),"The Roaster
DATE: 2024-05-22
AO: ao-the-silo
Q: Depe",f3crossroads
"May 22, 2024",downrange,Picasso,"OTB Ruck Club
DATE: 2024-05-22
AO: downrange
Q: Pica",f3crossroads
"May 22, 2024",ao-the-ridge,Mr. Belding,"Run Club
DATE: 2024-05-22
AO: ao-the-ridge
Q: Mr. Be",f3crossroads
"May 22, 2024",downrange,Slackbot,"SOIL Region Downrange Post for a VQ
DATE: 2024-05-22",f3crossroads
"May 22, 2024",ao-the-colosseum,Duff Man,"Ruckin with Duff Man
DATE: 2024-05-22
AO: ao-the-col",f3crossroads
"May 22, 2024",ao-the-wood,Pi 3.14 (F3 North Katy),"Pi's back and bringing the Wood
DATE: 2024-05-22
AO:",f3crossroads
"May 22, 2024",2nd-f,Norm,"Norm's 16""er at Three Rivers?
DATE: 2024-05-22
AO: 2",f3crossroads
"May 22, 2024",2nd-f-coffeteria,Ringo,"Door County Coffee 
DATE: 2024-05-22
AO: 2nd-f-coffe",f3crossroads
"May 22, 2024",ao-ravens-nest,Flo,"Hero’s WOD Army Sergeant Zachary Tellier
DATE: 2024-",f3crossroads
"May 21, 2024",2nd-f-coffeteria,Binford,"Bins Roaster’s at the Wood  
DATE: 2024-05-21
AO: 2n",f3crossroads
"May 21, 2024",ao-dmz,Gisele -,"Shannon Kent hero workout
DATE: 2024-05-21
AO: ao-dm",f3crossroads
"May 21, 2024",ao-the-colosseum,vern,"Yet another Vern Burn
DATE: 2024-05-21
AO: ao-the-co",f3crossroads
"May 21, 2024",downrange,Slackbot,"run club at Outpost
DATE: 2024-05-21
AO: downrange
Q",f3crossroads
"May 21, 2024",ao-three-rivers,Crabgrass,"Flag Tour 'Round the Country
DATE: 2024-05-21
AO: ao",f3crossroads
"May 21, 2024",downrange,F3CrossroadsIL,"outpost late start
DATE: 2024-05-21
AO: downrange
Q:",f3crossroads
"May 21, 2024",ao-the-ridge,Ecto Cooler,"70’s EC Beatdown 
DATE: 2024-05-21
AO: ao-the-ridge
",f3crossroads
"May 21, 2024",ao-the-wood,Doogie Howser,"Doogie style Run Club
DATE: 2024-05-21
AO: ao-the-wo",f3crossroads
"May 21, 2024",ao-black-diamond,Mr. Kotter,"Welcome back Kotter to the Diamond
DATE: 2024-05-21
",f3crossroads
"May 21, 2024",ao-el-coyote,Dauber,"Fallen  Soldier CPT Dan Whitten
DATE: 2024-05-21
AO:",f3crossroads
"May 20, 2024",downrange,Latte,"Rt 66 WILMINGTON North Island Park 
DATE: 2024-05-20",f3crossroads
"May 20, 2024",ao-the-colosseum,Mr. Kotter,"Run Club
DATE: 2024-05-20
AO: ao-the-colosseum
Q: Mr",f3crossroads
"May 20, 2024",ao-buck-town,Jelly Donut,"Hero week 
DATE: 2024-05-20
AO: ao-buck-town
Q: Jell",f3crossroads
"May 20, 2024",ao-the-grove,Hatchet (Lizard Q),"Hatchet's Manniversary
DATE: 2024-05-20
AO: ao-the-g",f3crossroads
"May 20, 2024",ao-the-ridge,Second City,"Second City’s Ab Station
DATE: 2024-05-20
AO: ao-the",f3crossroads
"May 20, 2024",ao-the-wood,Gopher,"Gopher on the Hill
DATE: 2024-05-20
AO: ao-the-wood
",f3crossroads
"May 20, 2024",ao-three-rivers-pm,FlashBang,"Flashbangs Dedication to Danny Dietz
DATE: 2024-05-2",f3crossroads
"May 19, 2024",2nd-f,Schlitz,"Blistering pace with the 2.0
DATE: 2024-05-19
AO: 2n",f3crossroads
"May 18, 2024",downrange,Sir Mix-A-Lot (Naperville),"lincoln Games Day 6 - Black Panther Late start
DATE:",f3crossroads
"May 18, 2024",3rd-f-qsource,Caboose,"Happy Place 
DATE: 2024-05-18
AO: 3rd-f-qsource
Q: C",f3crossroads
"May 18, 2024",ao-da-grizz,Fire Hose,"Firehose Official PT Test and ruck
DATE: 2024-05-18
",f3crossroads
"May 18, 2024",ao-the-ridge,Mapquest,"Mapquest’s VQ
DATE: 2024-05-18
AO: ao-the-ridge
Q: M",f3crossroads
"May 18, 2024",downrange,Chum Bucket,"LG Day 6 - chum Q
DATE: 2024-05-18
AO: downrange
Q: ",f3crossroads
"May 18, 2024",ao-the-wood,Caboose,"Cabooses OCHO circuit!  
DATE: 2024-05-18
AO: ao-the",f3crossroads
"May 18, 2024",ao-the-wood,Storm Chaser,"Storming around ruck club
DATE: 2024-05-18
AO: ao-th",f3crossroads
"May 18, 2024",ao-the-colosseum,s,"Disco Ball's waltz around the Colosseum
DATE: 2024-0",f3crossroads
"May 18, 2024",downrange,Slackbot,"Two wolves & Foxboro
DATE: 2024-05-18
AO: downrange
",f3crossroads
"May 17, 2024",2nd-f-coffeteria,BABYMOMMA,"Kona coffee causes ? 
DATE: 2024-05-17
AO: 2nd-f-cof",f3crossroads
"May 17, 2024",downrange,Slackbot,"LG Day 5
DATE: 2024-05-17
AO: downrange
Q: Slackbot
",f3crossroads
"May 17, 2024",downrange,Dumpster Fire (F3 Naperville),"The globe beatdown 
DATE: 2024-05-17
AO: downrange
Q",f3crossroads
"May 17, 2024",ao-the-olympiad,Six Sheets,"Run/Ruck Club
DATE: 2024-05-17
AO: ao-the-olympiad
Q",f3crossroads
"May 17, 2024",ao-da-grizz,Ozark,"Ozark’s improv
DATE: 2024-05-17
AO: ao-da-grizz
Q: O",f3crossroads
"May 17, 2024",ao-the-colosseum,Puddles,"Puddles Class of 24 Boot Camp
DATE: 2024-05-17
AO: a",f3crossroads
"May 17, 2024",ao-three-rivers,Latte,"Lattes 6 shooter
DATE: 2024-05-17
AO: ao-three-river",f3crossroads
"May 17, 2024",downrange,Bronco,Lincoln Games Day 5 - The Complex (Bronco's beatdown,f3crossroads
"May 17, 2024",downrange,Meta,"The Outpost with Meta
DATE: 2024-05-17
AO: downrange",f3crossroads
"May 17, 2024",ao-the-ridge,Blue Gill,"Blue Gill Band Banger
DATE: 2024-05-17
AO: ao-the-ri",f3crossroads
"May 16, 2024",downrange,Slackbot,"LG Day 4 - Thursday
DATE: 2024-05-16
AO: downrange
Q",f3crossroads
"May 16, 2024",downrange,F3CrossroadsIL,"Lincoln Games The Levee
DATE: 2024-05-16
AO: downran",f3crossroads
"May 16, 2024",3rd-f-qsource,Deja vu,"Q 2.1 Imapct 
DATE: 2024-05-16
AO: 3rd-f-qsource
Q: ",f3crossroads
"May 16, 2024",downrange,vern,"Thursday Lincoln Games - at Two Wolves
DATE: 2024-05",f3crossroads
"May 16, 2024",ao-three-rivers,Dog House,"Downward DogHouse
DATE: 2024-05-16
AO: ao-three-rive",f3crossroads
"May 16, 2024",ao-the-colosseum,Bunker,"Bunkers AMRAP
DATE: 2024-05-16
AO: ao-the-colosseum
",f3crossroads
"May 16, 2024",ao-black-diamond,Blue Gill,"Newly Developed HERO WOD Black Diamond
DATE: 2024-05",f3crossroads
"May 16, 2024",ao-the-ridge,Foundation,"Foundation’s Ladder
DATE: 2024-05-16
AO: ao-the-ridg",f3crossroads
"May 16, 2024",ao-the-olympiad,1040EZ,"1040 not as EZ as I would have liked!!
DATE: 2024-05",f3crossroads
"May 15, 2024",downrange,F3CrossroadsIL,"Dark Tower Boot Camp late start
DATE: 2024-05-15
AO:",f3crossroads
"May 15, 2024",ao-three-rivers-pm,FINCH,"Finch’s blacktop detour
DATE: 2024-05-15
AO: ao-thre",f3crossroads
"May 15, 2024",ao-the-silo,Dear Abby,"Get your 1%
DATE: 2024-05-15
AO: ao-the-silo
Q: Dear",f3crossroads
"May 15, 2024",ao-the-colosseum,Caboose,"Caboose out and back 
DATE: 2024-05-15
AO: ao-the-co",f3crossroads
"May 15, 2024",ao-the-ridge,O'Douls,"Interval Run Club
DATE: 2024-05-15
AO: ao-the-ridge
",f3crossroads
"May 15, 2024",ao-the-wood,Jellystone,"Jelly's Birthday Bash
DATE: 2024-05-15
AO: ao-the-wo",f3crossroads
"May 15, 2024",downrange,Slackbot,Run / Ruck Dark Tower early & The Complex & The Outp,f3crossroads
"May 15, 2024",ao-ravens-nest,Boomer,"Boomer Soars: Spreading Wings at the RN
DATE: 2024-0",f3crossroads
"May 14, 2024",2nd-f-coffeteria,Autobahn,"Coffee in the Gloom
DATE: 2024-05-14
AO: 2nd-f-coffe",f3crossroads
"May 14, 2024",downrange,Slackbot,"Run/Ruck at The Outpost 
DATE: 2024-05-14
AO: downra",f3crossroads
"May 14, 2024",downrange,Dilbert,"Lincoln Games Day 2 - DR
DATE: 2024-05-14
AO: downra",f3crossroads
"May 14, 2024",ao-buck-town,CarpetMulcher,"Back for a run 
DATE: 2024-05-14
AO: ao-buck-town
Q:",f3crossroads
"May 14, 2024",ao-three-rivers,Ricola,"Rocola's VQ Half Murp-a-thon
DATE: 2024-05-14
AO: ao",f3crossroads
"May 14, 2024",ao-black-diamond,Gisele -,"Lorek and Shaw Hero HRT WOD
DATE: 2024-05-14
AO: ao-",f3crossroads
"May 14, 2024",ao-the-colosseum,s,"Return of Disco Ball
DATE: 2024-05-14
AO: ao-the-col",f3crossroads
"May 14, 2024",ao-the-ridge,Bernie,"Winged it with my wingmen
DATE: 2024-05-14
AO: ao-th",f3crossroads
"May 14, 2024",ao-dmz,Peterbilt,"Peterbuilt 72nd bday Q
DATE: 2024-05-14
AO: ao-dmz
Q",f3crossroads
"May 14, 2024",ao-the-wood,Millville,"Wet wood
DATE: 2024-05-14
AO: ao-the-wood
Q: Millvil",f3crossroads
"May 14, 2024",ao-el-coyote,Sparky,"Sparky’s VQ
DATE: 2024-05-14
AO: ao-the-colosseum-pm",f3crossroads
"May 13, 2024",downrange,F3CrossroadsIL,"Daily DownRange BackBlast - 2024-05-13
DATE: 2024-05",f3crossroads
"May 13, 2024",ao-the-ridge,Gopher,"Field work
DATE: 2024-05-13
AO: ao-the-ridge
Q: Goph",f3crossroads
"May 13, 2024",ao-the-colosseum,Toby,"Toby's Choose Your Own Adventure
DATE: 2024-05-13
AO",f3crossroads
"May 13, 2024",2nd-f-coffeteria,Hanger,"Coffee
DATE: 2024-05-13
AO: 2nd-f-coffeteria
Q: Hang",f3crossroads
"May 13, 2024",ao-the-wood,D-Bag,"D-Bag’s Follies
DATE: 2024-05-13
AO: ao-the-wood
Q: ",f3crossroads
"May 13, 2024",ao-the-grove,Second City,"Stop One Second City's Farewell Tour
DATE: 2024-05-1",f3crossroads
"May 13, 2024",ao-three-rivers-pm,Dog House,"Legs All Day (sort of)
DATE: 2024-05-13
AO: ao-three",f3crossroads
"May 12, 2024",3rd-f,Schlitz,"Pink Heals Mother's Day Walk
DATE: 2024-05-12
AO: 3r",f3crossroads
"May 11, 2024",ao-da-grizz,Chum Bucket,"Chum&Forecloser's Throw&Plank Frisbee
DATE: 2024-05-",f3crossroads
"May 11, 2024",ao-the-colosseum,Juanita,"Juanita's 2 Thang mosey with 11's
DATE: 2024-05-11
A",f3crossroads
"May 11, 2024",3rd-f-qsource,HVAC,"HVAC at the Happy Place
DATE: 2024-05-11
AO: 3rd-f-q",f3crossroads
"May 11, 2024",ao-the-wood,Slackbot,"Mumblechatter at The Wood
DATE: 2024-05-11
AO: ao-th",f3crossroads
"May 11, 2024",ao-the-ridge,Cutler,"Cutler’s Ultimate Football
DATE: 2024-05-11
AO: ao-t",f3crossroads
"May 11, 2024",ao-the-wood,GrubX (CMW),"OCHO tabata 
DATE: 2024-05-11
AO: ao-the-wood
Q: Gru",f3crossroads
"May 11, 2024",2nd-f,Hank Hill,"Grungeworthy night at Werkforce! ?????
DATE: 2024-05",f3crossroads
"May 10, 2024",2nd-f-coffeteria,Squidward,"Your Clear For Coffee
DATE: 2024-05-10
AO: 2nd-f-cof",f3crossroads
"May 10, 2024",downrange,Slackbot,"DR RC @BP
DATE: 2024-05-10
AO: downrange
Q: Slackbot",f3crossroads
"May 10, 2024",ao-the-olympiad,Millville,"Millville’s Hip Shaken Club
DATE: 2024-05-10
AO: ao-",f3crossroads
"May 10, 2024",ao-the-ridge,Broomstick,"Broomsticks and Ladybugs
DATE: 2024-05-10
AO: ao-the",f3crossroads
"May 10, 2024",ao-three-rivers,Squidward,"Squidwards Top Gun
DATE: 2024-05-10
AO: ao-three-riv",f3crossroads
"May 10, 2024",ao-da-grizz,Cowbell,"Don’t Roll UNO 
DATE: 2024-05-10
AO: ao-da-grizz
Q: ",f3crossroads
"May 10, 2024",3rd-f-qsource,Soft Hands,"Q2 Live right - Dedication to purposefulness 
DATE: ",f3crossroads
"May 10, 2024",ao-the-colosseum,Caboose,"Caboose AO World Tour
DATE: 2024-05-10
AO: ao-the-co",f3crossroads
"May 10, 2024",3rd-f,Schlitz,"Food Pantry Truck
DATE: 2024-05-10
AO: 3rd-f
Q: Schl",f3crossroads
"May 9, 2024",ao-three-rivers,Flamingo,"Let's Run Again
DATE: 2024-05-09
AO: ao-three-rivers",f3crossroads
"May 9, 2024",ao-the-colosseum,Peashooter,"Pea Shooter under the pavilion 
DATE: 2024-05-09
AO:",f3crossroads
"May 9, 2024",ao-black-diamond,Den Mother,"Den Mother Nature’s Fury
DATE: 2024-05-09
AO: ao-bla",f3crossroads
"May 9, 2024",ao-the-olympiad,Latte,"Latte brought the THUNDER!
DATE: 2024-05-09
AO: ao-t",f3crossroads
"May 9, 2024",ao-the-ridge,Foundation,"Foundation no nonsense, under pavilion 
DATE: 2024-0",f3crossroads
"May 9, 2024",3rd-f-qsource,Gopher,"Live Right - Q2 in the middle of Southern Belles 
DA",f3crossroads
"May 8, 2024",2nd-f-coffeteria,Foreclosure,"Ravens Brew
DATE: 2024-05-08
AO: 2nd-f-coffeteria
Q:",f3crossroads
"May 8, 2024",downrange,F3CrossroadsIL,"F3N Black Diamond Run Club - Humble Hill Runs
DATE: ",f3crossroads
"May 8, 2024",downrange,Slackbot,"late start Dark Tower
DATE: 2024-05-08
AO: downrange",f3crossroads
"May 8, 2024",ao-three-rivers-pm,Axl,"Simple but effective 
DATE: 2024-05-08
AO: ao-three-",f3crossroads
"May 8, 2024",ao-the-silo,Happy Camper,"Happy’s Hundo
DATE: 2024-05-08
AO: ao-the-silo
Q: Ha",f3crossroads
"May 8, 2024",ao-the-colosseum,Caboose,"Caboose has Jokes!
DATE: 2024-05-08
AO: ao-the-colos",f3crossroads
"May 8, 2024",ao-the-wood,Puddles,"Puddles preparation and performance.
DATE: 2024-05-0",f3crossroads
"May 8, 2024",2nd-f,Bob Villa,"Bob Villa's Open Mic Night! 
DATE: 2024-05-08
AO: 2n",f3crossroads
"May 8, 2024",ao-the-ridge,Fargo (Naperville),"Run club
DATE: 2024-05-08
AO: ao-the-ridge
Q: Fargo ",f3crossroads
"May 8, 2024",ao-ravens-nest,Ozark,Raven's Nest Iron Grip: Ozark Leads A Heavyweight Wo,f3crossroads
"May 7, 2024",downrange,Slackbot,"Downrange in West Indy…again
DATE: 2024-05-07
AO: do",f3crossroads
"May 7, 2024",ao-dmz,Stay Puft (F3 Naperville),"Stay Puft CPR Training
DATE: 2024-05-07
AO: ao-dmz
Q",f3crossroads
"May 7, 2024",ao-the-grove,Cutler,"Placeholder for Hatchet
DATE: 2024-05-07
AO: ao-the-",f3crossroads
"May 7, 2024",ao-black-diamond,5-Putt,"5-Putts Non Ruck Ruck Club Bootcamp
DATE: 2024-05-07",f3crossroads
"May 7, 2024",ao-the-ridge,Woody,"Woody’s Beatdown 
DATE: 2024-05-07
AO: ao-the-ridge
",f3crossroads
"May 7, 2024",ao-the-colosseum,Schlitz,"Schlitz Beatdown
DATE: 2024-05-07
AO: ao-the-colosse",f3crossroads
"May 7, 2024",ao-three-rivers,Trifecta,"Falcon Tribute
DATE: 2024-05-07
AO: ao-three-rivers
",f3crossroads
"May 7, 2024",ao-the-wood,Jellystone,"windy wood breeze
DATE: 2024-05-07
AO: ao-the-wood
Q",f3crossroads
"May 7, 2024",ao-el-coyote,Zimmer,"Spit it out Zimmer
DATE: 2024-05-07
AO: ao-the-colos",f3crossroads
"May 6, 2024",downrange,Slackbot,"West Indy BC
DATE: 2024-05-06
AO: downrange
Q: Slack",f3crossroads
"May 6, 2024",downrange,Soft Hands,"OTB 
DATE: 2024-05-06
AO: downrange
Q: Soft Hands
PA",f3crossroads
"May 6, 2024",downrange,Bedpan,"DR BP Ruck Club
DATE: 2024-05-06
AO: downrange
Q: Be",f3crossroads
"May 6, 2024",ao-the-wood,Bueller,"Ass kicked by a 16 year old
DATE: 2024-05-06
AO: ao-",f3crossroads
"May 6, 2024",ao-three-rivers-pm,Trifecta,"Three Rivers Ultimate Football League
DATE: 2024-05-",f3crossroads
"May 6, 2024",ao-the-colosseum,Bob Villa,"A loop and a scoop
DATE: 2024-05-06
AO: ao-the-colos",f3crossroads
"May 6, 2024",ao-the-ridge,Blue Gill,"The Falcon
DATE: 2024-05-06
AO: ao-the-ridge
Q: Blue",f3crossroads
"May 6, 2024",ao-buck-town,Webster,"7's 3PAX Mat n' Mosey
DATE: 2024-05-06
AO: ao-buck-t",f3crossroads
"May 6, 2024",ao-the-grove,Cutler,"Honoring Falcon
DATE: 2024-05-06
AO: ao-the-grove
Q:",f3crossroads
"May 6, 2024",2nd-f,Norm,"Inaugural BBQ at 3 Rivers
DATE: 2024-05-06
AO: 2nd-f",f3crossroads
"May 5, 2024",2nd-f,Schlitz,"Where's Junior? Sunday ruck.
DATE: 2024-05-05
AO: 2n",f3crossroads
"May 4, 2024",2nd-f-coffeteria,Binford,"Coffeeteria 
DATE: 2024-05-04
AO: 2nd-f-coffeteria
Q",f3crossroads
"May 4, 2024",downrange,Slackbot,"Kingbuilder at the Woodshed prior to Valor Ruck
DATE",f3crossroads
"May 4, 2024",downrange,T-Dubs (Outlands),"Trail Blazing at Buzzsaw
DATE: 2024-05-04
AO: downra",f3crossroads
"May 4, 2024",downrange,F3CrossroadsIL,"F3 Northwest Highway Base Camp
DATE: 2024-05-04
AO: ",f3crossroads
"May 4, 2024",ao-da-grizz,Hot Lava,"Lava's Suicide Special
DATE: 2024-05-04
AO: ao-da-gr",f3crossroads
"May 4, 2024",ao-the-ridge,Broomstick,"Broomstick’s calisthenics burner 
DATE: 2024-05-04
A",f3crossroads
"May 4, 2024",ao-the-colosseum,Dauber,"Dauber’s Q School 
DATE: 2024-05-04
AO: ao-the-colos",f3crossroads
"May 4, 2024",ao-the-wood,Rooney,"Rooney’s Force 3 Thang
DATE: 2024-05-04
AO: ao-the-w",f3crossroads
"May 4, 2024",ao-the-wood,Second Best,"Second Best Sneaky Tunnel Of Love Ruck
DATE: 2024-05",f3crossroads
"May 4, 2024",2nd-f,Chum Bucket,"Post-Valor Ruck party at Lemont Quarries
DATE: 2024-",f3crossroads
"May 4, 2024",2nd-f-coffeteria,Ozark,"Da Grizz Coffeeteria 
DATE: 2024-05-04
AO: 2nd-f-cof",f3crossroads
"May 3, 2024",2nd-f-coffeteria,Zimmer,"Broomstick brew post Cutler Q at TR! 
DATE: 2024-05-",f3crossroads
"May 3, 2024",2nd-f-coffeteria,Hot Lava,"GRIZZ boys
DATE: 2024-05-03
AO: 2nd-f-coffeteria
Q: ",f3crossroads
"May 3, 2024",2nd-f-coffeteria,BABYMOMMA,"Lattes for all
DATE: 2024-05-03
AO: 2nd-f-coffeteria",f3crossroads
"May 3, 2024",3rd-f-qsource,Ozark,"Meeting at Da Grizz
DATE: 2024-05-03
AO: 3rd-f-qsour",f3crossroads
"May 3, 2024",ao-the-ridge,Cutler,"138
DATE: 2024-05-03
AO: ao-the-ridge
Q: Cutler
PAX:",f3crossroads
"May 3, 2024",ao-the-colosseum,The Worm,"The Worm 5 Statiuon Run Club
DATE: 2024-05-03
AO: ao",f3crossroads
"May 3, 2024",2nd-f-coffeteria,PAXminer,"☕️ after Chum Bucket Q
DATE: 2024-05-03
AO: 2nd-f-co",f3crossroads
"May 3, 2024",ao-three-rivers,Latte,"Lattes Line Dance
DATE: 2024-05-03
AO: ao-three-rive",f3crossroads
"May 3, 2024",ao-da-grizz,Manhole,"Manhole shows us some things.... 
DATE: 2024-05-03
A",f3crossroads
"May 3, 2024",ao-the-olympiad,Chum Bucket,"Chum Bucket ? Stretch Club
DATE: 2024-05-03
AO: ao-t",f3crossroads
"May 3, 2024",2nd-f,Schlitz,"First Friday after Work at Werk Force
DATE: 2024-05-",f3crossroads
"May 3, 2024",ao-the-grove,Zimmer,"Please delete. Zimmer error
DATE: 2024-05-03
AO: ao-",f3crossroads
"May 2, 2024",ao-the-colosseum,Ecto Cooler,"Eco-Hunt
DATE: 2024-05-02
AO: ao-the-colosseum
Q: Ec",f3crossroads
"May 2, 2024",ao-three-rivers,Autobahn,"Skatepark Beatdown
DATE: 2024-05-02
AO: ao-three-riv",f3crossroads
"May 2, 2024",3rd-f-qsource,Schlitz,"Q1.12 Meeting @ Southern Belles
DATE: 2024-05-02
AO:",f3crossroads
"May 2, 2024",ao-black-diamond,Hatchet (Lizard Q),"Hatchet ? Broken Coupon Hunt
DATE: 2024-05-02
AO: ao",f3crossroads
"May 2, 2024",ao-the-olympiad,Depends (3rdF Q),"Sharing a bottle of Champagne
DATE: 2024-05-02
AO: a",f3crossroads
"May 2, 2024",ao-the-ridge,Dilly Dilly,"Dilly’s 5:2 Mosey on a String
DATE: 2024-05-02
AO: a",f3crossroads
"May 2, 2024",2nd-f,Bob Villa,"Happy Birthday @ Garage Band
DATE: 2024-05-02
AO: 2n",f3crossroads
"May 1, 2024",2nd-f-coffeteria,Meta,"META BREWS: The Quest for the Elusive Outlet
DATE: 2",f3crossroads
"May 1, 2024",downrange,F3CrossroadsIL,"late start dark tower 
DATE: 2024-05-01
AO: downrang",f3crossroads
"May 1, 2024",ao-three-rivers-pm,FINCH,"Finch’s AO Tour Ruck
DATE: 2024-05-01
AO: ao-three-r",f3crossroads
"May 1, 2024",ao-the-silo,vern,"Verm Burn at the Silo
DATE: 2024-05-01
AO: ao-the-si",f3crossroads
"May 1, 2024",ao-the-colosseum,Bunker,"Bunker's Boot Camp Ruck
DATE: 2024-05-01
AO: ao-the-",f3crossroads
"May 1, 2024",downrange,Schlitz,Schlitz's Rolling Through Town Q.  Copper Beach F3SL,f3crossroads
"May 1, 2024",ao-the-ridge,Quatro,"Run Club through the ‘hood
DATE: 2024-05-01
AO: ao-t",f3crossroads
"May 1, 2024",ao-the-wood,Foreclosure,"Baby boy ain’t a baby no mo’ ? 4️⃣0️⃣
DATE: 2024-05-",f3crossroads
"May 1, 2024",ao-ravens-nest,Manhole,Manholes Gnat Messing Around: Flying Protein and Mak,f3crossroads
"Apr 30, 2024",2nd-f-coffeteria,BABYMOMMA,"Coffeteria and a Fire Pit 
DATE: 2024-04-30
AO: 2nd-",f3crossroads
"Apr 30, 2024",2nd-f-coffeteria,Millville,"Not a Runner Coffeeteria
DATE: 2024-04-30
AO: 2nd-f-",f3crossroads
"Apr 30, 2024",downrange,F3CrossroadsIL,"late start outpost double tap 
DATE: 2024-04-30
AO: ",f3crossroads
"Apr 30, 2024",ao-the-colosseum,Dear Abby,"At least there weren’t any Bernie Sanders
DATE: 2024",f3crossroads
"Apr 30, 2024",ao-the-wood,Millville,"looping 'round the Wood
DATE: 2024-04-30
AO: ao-the-",f3crossroads
"Apr 30, 2024",ao-three-rivers,Norm,"e-Norm-ous Gains
DATE: 2024-04-30
AO: ao-three-river",f3crossroads
"Apr 30, 2024",ao-dmz,Parks and Rec (F3 Naperville),"Parks n Rec
DATE: 2024-04-30
AO: ao-dmz
Q: Parks and",f3crossroads
"Apr 30, 2024",ao-black-diamond,Latte,"Latte's BD Before Dunkin
DATE: 2024-04-30
AO: ao-bla",f3crossroads
"Apr 30, 2024",ao-the-ridge,Corner Kick,"Pearls on a string
DATE: 2024-04-30
AO: ao-the-ridge",f3crossroads
"Apr 30, 2024",2nd-f,Caboose,"Caboose Twisting Arms at VFW
DATE: 2024-04-30
AO: 2n",f3crossroads
"Apr 30, 2024",ao-el-coyote,FINCH,Dora beat down around the AO. Finishing with all PAX,f3crossroads
